Trans,s11a,s22a,s33a,s11m,s22m,s33m,t12a,t13a,t23a,t12m,t13m,t23m,fi11,fi22,fi33,fi12,fi13,fi23,Testing,mat,matgr,Rm,Re,f-1,f0,b-1,b0,rb-1,t-1,t0,Nx,s11aW,s22aW,s33aW,t12aW,t13aW,t23aW,gramW
Native,498.8814381,0,0,0,0,0,166.2938127,0,0,0,0,0,0,0,0,0,0,0,Ten+To,42CrMo4,S,1100,980,488.2321628,617.2125245,0,0,0,403.8403931,625.6107654,200000,498.8814381,0,0,166.2938127,0,0,0.6618
Native,449.5951629,0,0,0,0,0,259.5738882,0,0,0,0,0,0,0,0,0,0,0,Ten+To,42CrMo4,S,1100,980,488.2321628,617.2125245,0,0,0,403.8403931,625.6107654,200000,449.5951629,0,0,259.5738882,0,0,0.6618
Native,279.6949946,0,0,0,0,0,279.6949946,0,0,0,0,0,0,0,0,0,0,0,Ten+To,42CrMo4,S,1100,980,488.2321628,617.2125245,0,0,0,403.8403931,625.6107654,200000,279.6949946,0,0,279.6949946,0,0,0.6618
Native,481.6415974,0,0,0,0,0,278.0759058,0,0,0,0,0,0,0,0,90,0,0,Ten+To,42CrMo4,S,1100,980,488.2321628,617.2125245,0,0,0,403.8403931,625.6107654,200000,481.6415974,0,0,278.0759058,0,0,0.6618
Native,282.5483056,0,0,245.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ten,Ck35,S,706.1,539,342.0913039,540.5233146,0,0,0,230.0213501,430.3181727,100000,332.2631743,0,0,0,0,0,0.74058
Native,209.690596,0,0,451.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ten,Ck35,S,706.1,539,342.0913039,540.5233146,0,0,0,230.0213501,430.3181727,100000,282.4202979,0,0,0,0,0,0.74058
Native,333.4531799,0,0,0,0,0,0,0,0,156.9,0,0,0,0,0,0,0,0,Ten+To,Ck35,S,706.1,539,342.0913039,540.5233146,0,0,0,230.0213501,430.3181727,100000,333.4531799,0,0,0,0,0,0.74058
Native,331.627053,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,Ten+To,Ck35,S,706.1,539,342.0913039,540.5233146,0,0,0,230.0213501,430.3181727,100000,331.627053,0,0,0,0,0,0.74058
Native,262.7660823,0,0,262.7660823,0,0,0,0,0,171.6,0,0,0,0,0,0,0,0,Ten+To,Ck35,S,706.1,539,342.0913039,540.5233146,0,0,0,230.0213501,430.3181727,100000,314.5303132,0,0,0,0,0,0.74058
Native,0,0,0,-549.2,0,0,281.9029506,0,0,0,0,0,0,0,0,0,0,0,To+Ten,Ck35,S,706.1,539,342.0913039,540.5233146,0,0,0,230.0213501,430.3181727,100000,0,0,0,281.9029506,0,0,0.74058
Native,0,0,0,-274.6,0,0,259.8602736,0,0,0,0,0,0,0,0,0,0,0,To+Ten,Ck35,S,706.1,539,342.0913039,540.5233146,0,0,0,230.0213501,430.3181727,100000,0,0,0,259.8602736,0,0,0.74058
Native,0,0,0,294.2,0,0,186.6485082,0,0,0,0,0,0,0,0,0,0,0,To+Ten,Ck35,S,706.1,539,342.0913039,540.5233146,0,0,0,230.0213501,430.3181727,100000,0,0,0,186.6485082,0,0,0.74058
Native,0,0,0,441.3,0,0,163.4950278,0,0,0,0,0,0,0,0,0,0,0,To+Ten,Ck35,S,706.1,539,342.0913039,540.5233146,0,0,0,230.0213501,430.3181727,100000,0,0,0,163.4950278,0,0,0.74058
Native,0,0,0,588.4,0,0,155.2552062,0,0,0,0,0,0,0,0,0,0,0,To+Ten,Ck35,S,706.1,539,342.0913039,540.5233146,0,0,0,230.0213501,430.3181727,100000,0,0,0,155.2552062,0,0,0.74058
Native,363.7564741,0,0,313.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ten,34CrMo4,S,902.2,706,430.6795598,683.6828586,0,0,0,318.6489236,574.1747452,200000,438.0097507,0,0,0,0,0,0.70136
Native,309.3177681,0,0,490.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ten,34CrMo4,S,902.2,706,430.6795598,683.6828586,0,0,0,318.6489236,574.1747452,200000,410.7590765,0,0,0,0,0,0.70136
Native,413.6085219,0,0,0,0,0,0,0,0,107.9,0,0,0,0,0,0,0,0,Ten+To,34CrMo4,S,902.2,706,430.6795598,683.6828586,0,0,0,318.6489236,574.1747452,200000,413.6085219,0,0,0,0,0,0.70136
Native,389.1132679,0,0,0,0,0,0,0,0,215.7,0,0,0,0,0,0,0,0,Ten+To,34CrMo4,S,902.2,706,430.6795598,683.6828586,0,0,0,318.6489236,574.1747452,200000,389.1132679,0,0,0,0,0,0.70136
Native,379.9396284,0,0,0,0,0,0,0,0,323.6,0,0,0,0,0,0,0,0,Ten+To,34CrMo4,S,902.2,706,430.6795598,683.6828586,0,0,0,318.6489236,574.1747452,200000,379.9396284,0,0,0,0,0,0.70136
Native,363.3969137,0,0,0,0,0,0,0,0,431.5,0,0,0,0,0,0,0,0,Ten+To,34CrMo4,S,902.2,706,430.6795598,683.6828586,0,0,0,318.6489236,574.1747452,200000,363.3969137,0,0,0,0,0,0.70136
Native,353.1516039,0,0,0,0,0,0,0,0,647.2,0,0,0,0,0,0,0,0,Ten+To,34CrMo4,S,902.2,706,430.6795598,683.6828586,0,0,0,318.6489236,574.1747452,200000,353.1516039,0,0,0,0,0,0.70136
Native,336.3902746,0,0,336.3902746,0,0,0,0,0,196.1,0,0,0,0,0,0,0,0,Ten+To,34CrMo4,S,902.2,706,430.6795598,683.6828586,0,0,0,318.6489236,574.1747452,200000,413.754785,0,0,0,0,0,0.70136
Native,306.071718,0,0,306.071718,0,0,0,0,0,490.3,0,0,0,0,0,0,0,0,Ten+To,34CrMo4,S,902.2,706,430.6795598,683.6828586,0,0,0,318.6489236,574.1747452,200000,376.4634338,0,0,0,0,0,0.70136
Native,0,0,0,0,0,0,287.0873726,0,0,287.0873726,0,0,0,0,0,0,0,0,To,34CrMo4,S,902.2,706,430.6795598,683.6828586,0,0,0,318.6489236,574.1747452,200000,0,0,0,353.1129853,0,0,0.70136
Native,0,0,0,-549.2,0,0,398.1531108,0,0,0,0,0,0,0,0,0,0,0,To+Ten,34CrMo4,S,902.2,706,430.6795598,683.6828586,0,0,0,318.6489236,574.1747452,200000,0,0,0,398.1531108,0,0,0.70136
Native,0,0,0,-181.4,0,0,325.4747518,0,0,0,0,0,0,0,0,0,0,0,To+Ten,34CrMo4,S,902.2,706,430.6795598,683.6828586,0,0,0,318.6489236,574.1747452,200000,0,0,0,325.4747518,0,0,0.70136
Native,0,0,0,181.4,0,0,319.9007785,0,0,0,0,0,0,0,0,0,0,0,To+Ten,34CrMo4,S,902.2,706,430.6795598,683.6828586,0,0,0,318.6489236,574.1747452,200000,0,0,0,319.9007785,0,0,0.70136
Native,0,0,0,353,0,0,297.8505822,0,0,0,0,0,0,0,0,0,0,0,To+Ten,34CrMo4,S,902.2,706,430.6795598,683.6828586,0,0,0,318.6489236,574.1747452,200000,0,0,0,297.8505822,0,0,0.70136
Native,0,0,0,509.9,0,0,257.5517793,0,0,0,0,0,0,0,0,0,0,0,To+Ten,34CrMo4,S,902.2,706,430.6795598,683.6828586,0,0,0,318.6489236,574.1747452,200000,0,0,0,257.5517793,0,0,0.70136
Native,0,0,0,696.3,0,0,210.9412211,0,0,0,0,0,0,0,0,0,0,0,To+Ten,34CrMo4,S,902.2,706,430.6795598,683.6828586,0,0,0,318.6489236,574.1747452,200000,0,0,0,210.9412211,0,0,0.70136
Native,341.8414293,0,0,341.8414293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ten,34CrMo4,S,902.2,706,430.6795598,683.6828586,0,0,0,318.6489236,574.1747452,200000,420.4596201,0,0,0,0,0,0.70136
Native,212,0,0,0,0,0,127.2,0,0,0,0,0,0,0,0,0,0,0,PB+To,GS61 (FGS 700/2),CI,750,416,394.9075841,590.3273054,276,0,0,228,390.0890762,1000000,212,0,0,127.2,0,0,0.42
Native,230,0,0,0,0,0,138,0,0,0,0,0,0,0,0,90,0,0,PB+To,GS61 (FGS 700/2),CI,750,416,394.9075841,590.3273054,276,0,0,228,390.0890762,1000000,230,0,0,138,0,0,0.42
Native,503,0,0,614.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ten,100Cr6,S,2467,2115,866,1060,0,0,0,541,821.5759312,10000000,819.7255885,0,0,0,0,0,0.3884
Native,437,0,0,1019.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ten,100Cr6,S,2467,2115,866,1060,0,0,0,541,821.5759312,10000000,912.5993511,0,0,0,0,0,0.3884
Native,417,0,0,1251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ten,100Cr6,S,2467,2115,866,1060,0,0,0,541,821.5759312,10000000,973.5448095,0,0,0,0,0,0.3884
Native,372,0,0,1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ten,100Cr6,S,2467,2115,866,1060,0,0,0,541,821.5759312,10000000,995.4810439,0,0,0,0,0,0.3884
Native,734,0,0,0,0,0,367,0,0,0,0,0,0,0,0,0,0,0,Ten+To,100Cr6,S,2467,2115,866,1060,0,0,0,541,821.5759312,10000000,734,0,0,367,0,0,0.3884
Native,607,0,0,0,0,0,303.5,0,0,0,0,0,0,0,0,90,0,0,Ten+To,100Cr6,S,2467,2115,866,1060,0,0,0,541,821.5759312,10000000,607,0,0,303.5,0,0,0.3884
Native,440,0,0,0,0,0,440,0,0,0,0,0,0,0,0,90,0,0,Ten+To,100Cr6,S,2467,2115,866,1060,0,0,0,541,821.5759312,10000000,440,0,0,440,0,0,0.3884
Native,417,0,0,509.7,0,0,208.5,0,0,0,0,0,0,0,0,90,0,0,Ten+To,100Cr6,S,2467,2115,866,1060,0,0,0,541,821.5759312,10000000,679.5803861,0,0,208.5,0,0,0.3884
Native,464,0,0,0,0,0,464,0,0,0,0,0,0,0,0,0,0,0,Ten+To,100Cr6,S,2467,2115,866,1060,0,0,0,541,821.5759312,10000000,464,0,0,464,0,0,0.3884
Native,239.723,0,0,0,0,0,239.723,0,0,0,0,0,0,0,0,0,0,0,Ten+To,39NiCrMo3 steel,S,995,900,382.2,476.1868492,0,0,0,306.9,471.2019771,500000,239.723,0,0,239.723,0,0,0.6828
Native,215,0,0,-215,0,0,107.5,0,0,0,0,0,0,0,0,90,0,0,Ten+To,SF1 (700-2),CI,330,220,196.5,293.7378774,0,0,0,177.5,303.6877676,10000000,0,0,0,107.5,0,0,0.42
Native,200,0,0,-200,0,0,133.5,0,0,0,0,0,0,0,0,90,0,0,Ten+To,SF1 (700-2),CI,330,220,196.5,293.7378774,0,0,0,177.5,303.6877676,10000000,0,0,0,133.5,0,0,0.42
Native,86.39321229,0,0,259.1796369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ten,2124-T851,A,477.1,440,198.3058241,258.6736562,0,0,0,109.9769535,173.6534635,500000,179.3763728,0,0,0,0,0,0.473
Native,0,0,0,38.044,0,0,97.19601025,0,0,0,0,0,0,0,0,0,0,0,To+Ten,2124-T851,A,477.1,439.8,153.423317,238.5704767,0,0,0,109.1007746,178.0134114,500000,0,0,0,97.19601025,0,0,0.473
Native,0,0,0,83.288,0,0,85.99709403,0,0,0,0,0,0,0,0,0,0,0,To+Ten,2124-T851,A,477.1,439.8,153.423317,238.5704767,0,0,0,109.1007746,178.0134114,500000,0,0,0,85.99709403,0,0,0.473
Native,0,0,0,168.105,0,0,74.87186845,0,0,0,0,0,0,0,0,0,0,0,To+Ten,2124-T851,A,477.1,439.8,153.423317,238.5704767,0,0,0,109.1007746,178.0134114,500000,0,0,0,74.87186845,0,0,0.473
Native,83.26962004,0,0,0,0,0,82.93654156,0,0,0,0,0,0,0,0,0,0,0,Ten+To,2124-T851,A,477.1,439.8,153.423317,238.5704767,0,0,0,109.1007746,178.0134114,500000,83.26962004,0,0,82.93654156,0,0,0.473
Native,133.3941177,0,0,0,0,0,44.42024119,0,0,0,0,0,0,0,0,0,0,0,Ten+To,2124-T851,A,477.1,439.8,153.423317,238.5704767,0,0,0,109.1007746,178.0134114,500000,133.3941177,0,0,44.42024119,0,0,0.473
Native,77.59253871,0,0,0,0,0,77.51494617,0,0,0,0,0,0,0,0,90,0,0,Ten+To,2124-T851,A,477.1,439.8,153.423317,238.5704767,0,0,0,109.1007746,178.0134114,500000,77.59253871,0,0,77.51494617,0,0,0.473
Native,125.9586869,0,0,0,0,0,42.07020142,0,0,0,0,0,0,0,0,90,0,0,Ten+To,2124-T851,A,477.1,439.8,153.423317,238.5704767,0,0,0,109.1007746,178.0134114,500000,125.9586869,0,0,42.07020142,0,0,0.473
Native,58.91708691,0,0,58.91708691,0,0,58.91708691,0,0,58.91708691,0,0,0,0,0,90,0,0,Ten+To,2124-T851,A,477.1,439.8,153.423317,238.5704767,0,0,0,109.1007746,178.0134114,500000,84.89538325,0,0,84.89538325,0,0,0.473
Native,0,0,0,0,0,0,65.28068608,0,0,196.3643037,0,0,0,0,0,0,0,0,To,2124-T851,A,477.1,439.8,153.423317,238.5704767,0,0,0,109.1007746,178.0134114,500000,0,0,0,135.6836802,0,0,0.473
Native,72.48434015,0,0,24.13728527,0,0,72.48434015,0,0,24.28225395,0,0,0,0,0,90,0,0,Ten+To,2124-T851,A,477.1,439.8,153.423317,238.5704767,0,0,0,109.1007746,178.0134114,500000,84.33923909,0,0,84.40590228,0,0,0.473
Native,55.72018774,0,0,55.72018774,0,0,55.83162811,0,0,55.72018774,0,0,0,0,0,0,0,0,Ten+To,2124-T851,A,477.1,439.8,153.423317,238.5704767,0,0,0,109.1007746,178.0134114,500000,80.28887612,0,0,80.40713165,0,0,0.473
Native,74.75082815,0,0,24.9667766,0,0,74.75082815,0,0,25.11627826,0,0,0,0,0,0,0,0,Ten+To,2124-T851,A,477.1,439.8,153.423317,238.5704767,0,0,0,109.1007746,178.0134114,500000,87.01079378,0,0,87.07951708,0,0,0.473
Native,124.0231123,0,0,0,0,0,0,0,0,124.0231123,0,0,0,0,0,0,0,0,Ten+To,2124-T851,A,477.1,439.8,153.423317,238.5704767,0,0,0,109.1007746,178.0134114,500000,124.0231123,0,0,0,0,0,0.473
Native,77.58146502,0,0,232.7443951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ten,2124-T851,A,477.1,439.8,153.423317,238.5704767,0,0,0,109.1007746,178.0134114,500000,161.080731,0,0,0,0,0,0.473
Native,66.28659262,0,0,375.6461204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ten,2124-T851,A,477.1,439.8,153.423317,238.5704767,0,0,0,109.1007746,178.0134114,500000,180.1511526,0,0,0,0,0,0.473
Native,113.9977506,0,0,0,0,0,114.3397439,0,0,0,0,0,0,0,0,0,0,0,PB+To,2124-T851,A,477.1,439.8,235.5365974,339.3916901,203.2077249,0,0,135.9871179,227.7848116,200000,113.9977506,0,0,114.3397439,0,0,0.473
Native,181.1302941,0,0,0,0,0,59.95412735,0,0,0,0,0,0,0,0,0,0,0,PB+To,2124-T851,A,477.1,439.8,235.5365974,339.3916901,203.2077249,0,0,135.9871179,227.7848116,200000,181.1302941,0,0,59.95412735,0,0,0.473
Native,159.8423448,0,0,0,0,0,53.38734318,0,0,0,0,0,0,0,0,90,0,0,PB+To,2124-T851,A,477.1,439.8,235.5365974,339.3916901,203.2077249,0,0,135.9871179,227.7848116,200000,159.8423448,0,0,53.38734318,0,0,0.473
Native,99.37,-0.09,0,0,0,0,149.2239634,0,0,0,0,0,0,0,0,0,0,0,Ten+To,?SN 41 1523,S,560,400,244.5069366,385.321545,0,0,0,168.9926578,330.540985,750000,99.37,0.09,0,149.2239634,0,0,0.7698
Native,194.43,-0.17,0,0,0,0,102.9022833,0,0,0,0,0,0,0,0,0,0,0,Ten+To,?SN 41 1523,S,560,400,244.5069366,385.321545,0,0,0,168.9926578,330.540985,750000,194.43,0.17,0,102.9022833,0,0,0.7698
Native,99.37,-0.09,0,0,0,0,155.708755,0,0,0,0,0,0,0,0,90,0,0,Ten+To,?SN 41 1523,S,560,400,244.5069366,385.321545,0,0,0,168.9926578,330.540985,750000,99.37,0.09,0,155.708755,0,0,0.7698
Native,194.03,-0.17,0,0,0,0,140.5056979,0,0,0,0,0,0,0,0,90,0,0,Ten+To,?SN 41 1523,S,560,400,244.5069366,385.321545,0,0,0,168.9926578,330.540985,750000,194.03,0.17,0,140.5056979,0,0,0.7698
Native,114.58,-0.1,0,114.5,-0.1,0,107.3817267,0,0,107.3817267,0,0,0,0,0,0,0,0,Ten+To,?SN 41 1523,S,560,400,244.5069366,385.321545,0,0,0,168.9926578,330.540985,750000,134.3912569,0.117299755,0,125.9585023,0,0,0.7698
Native,0,0,0,0,0,0,165.2704925,0,0,165.2704925,0,0,0,0,0,0,0,0,To,?SN 41 1523,S,560,400,244.5069366,385.321545,0,0,0,168.9926578,330.540985,750000,0,0,0,193.8618828,0,0,0.7698
Native,201.2353244,16.19600196,0,0,0,0,134.966683,0,0,0,0,0,0,0,0,0,0,0,PB+To,?SN 41 1523,S,560,400,292.7038693,343.3409216,315.9,498,0,168.9926578,330.540985,750000,201.2353244,16.19600196,0,134.966683,0,0,0.7698
Native,304.9483873,24.53216077,0,0,0,0,68.14489102,0,0,0,0,0,0,0,0,0,0,0,PB+To,?SN 41 1523,S,560,400,292.7038693,343.3409216,315.9,498,0,168.9926578,330.540985,750000,304.9483873,24.53216077,0,68.14489102,0,0,0.7698
Native,294.2882921,23.69020752,0,50.14,207.6,-0.88,0,0,0,0,0,0,0,0,0,0,0,0,PB+RP,?SN 41 1523,S,560,400,292.7038693,343.3409216,315.9,498,0,168.9926578,330.540985,750000,305.1417211,40.02875755,0,0,0,0,0.7698
Native,285.007273,22.97158621,0,76.02,315.5,-1.36,0,0,0,0,0,0,0,0,0,0,0,0,PB+RP,?SN 41 1523,S,560,400,292.7038693,343.3409216,315.9,498,0,168.9926578,330.540985,750000,300.9496311,42.67178736,0,0,0,0,0.7698
Native,0,0,0,76.82,140.79,-0.56,161.87712,0,0,0,0,0,0,0,0,0,0,0,To+PV,?SN 41 1523,S,560,400,244.5069366,385.321545,0,0,0,168.9926578,330.540985,750000,0,0,0,161.87712,0,0,0.7698
Native,0,0,0,53.4,97.83,-0.37,166.8651114,0,0,0,0,0,0,0,0,0,0,0,To+PV,?SN 41 1523,S,560,400,244.5069366,385.321545,0,0,0,168.9926578,330.540985,750000,0,0,0,166.8651114,0,0,0.7698
Native,0,0,0,106.51,195.16,-0.76,140.5685174,0,0,0,0,0,0,0,0,0,0,0,To+PV,?SN 41 1523,S,560,400,244.5069366,385.321545,0,0,0,168.9926578,330.540985,750000,0,0,0,140.5685174,0,0,0.7698
Native,0,0,0,241.88,18.22,0,146.4730065,0,0,0,0,0,0,0,0,0,0,0,Ten+To+RP,?SN 41 1523,S,560,400,244.5069366,385.321545,0,0,0,168.9926578,330.540985,750000,0,0,0,146.4730065,0,0,0.7698
Native,0,0,0,175.93,13.25,0,157.283065,0,0,0,0,0,0,0,0,0,0,0,Ten+To+RP,?SN 41 1523,S,560,400,244.5069366,385.321545,0,0,0,168.9926578,330.540985,750000,0,0,0,157.283065,0,0,0.7698
Native,0,0,0,227.49,-19.47,-39.98,171.8252229,0,0,0,0,0,0,0,0,0,0,0,Ten+To+RP,?SN 41 1523,S,560,400,244.5069366,385.321545,0,0,0,168.9926578,330.540985,750000,0,0,0,171.8252229,0,0,0.7698
Native,0,0,0,109.7,-28.46,-40,176.3633216,0,0,0,0,0,0,0,0,0,0,0,Ten+To+RP,?SN 41 1523,S,560,400,244.5069366,385.321545,0,0,0,168.9926578,330.540985,750000,0,0,0,176.3633216,0,0,0.7698
Native,247.2597676,18.54448257,0,0,0,0,44.50675817,0,0,0,0,0,0,0,0,0,0,0,Ten+To,?SN 41 1523,S,560,400,244.5069366,385.321545,0,0,0,168.9926578,330.540985,750000,247.2597676,18.54448257,0,44.50675817,0,0,0.7698
Native,0,0,0,29.95,128.32,-0.5,152.9409849,0,0,0,0,0,0,0,0,0,0,0,To+RP,?SN 41 1523,S,560,400,244.5069366,385.321545,0,0,0,168.9926578,330.540985,750000,0,0,0,152.9409849,0,0,0.7698
Native,0,0,0,62.21,266.52,-1.04,124.2796236,0,0,0,0,0,0,0,0,0,0,0,To+RP,?SN 41 1523,S,560,400,244.5069366,385.321545,0,0,0,168.9926578,330.540985,750000,0,0,0,124.2796236,0,0,0.7698
Native,265.3877762,24.42038296,0,19,222.41,-21.79,0,0,0,0,0,0,0,0,0,0,0,0,PB+TP+RP,?SN 41 1523,S,560,400,292.7038693,343.3409216,315.9,498,0,168.9926578,330.540985,750000,269.6459015,41.59316924,0,0,0,0,0.7698
Native,253.9736948,23.42201852,0,28.81,338.63,-33.67,0,0,0,0,0,0,0,0,0,0,0,0,PB+TP+RP,?SN 41 1523,S,560,400,292.7038693,343.3409216,315.9,498,0,168.9926578,330.540985,750000,260.3341638,43.99120715,0,0,0,0,0.7698
Native,252.7405527,22.9988957,0,0,0,0,39.81529255,0,0,0,0,0,0,0,0,0,0,0,Ten+To+TP,?SN 41 1523,S,560,400,244.5069366,385.321545,0,0,0,168.9926578,330.540985,750000,252.7405527,22.9988957,0,39.81529255,0,0,0.7698
Native,231.3569576,0,0,82.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PB,76S-T61,A,507.5,470,298.9305948,430.7379869,262.3089228,377.8,0,172.5876594,288.6,200000,271.8054989,0,0,0,0,0,0.473
Native,179.9648583,0,0,206.843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PB,76S-T61,A,507.5,470,298.9305948,430.7379869,262.3089228,377.8,0,172.5876594,288.6,200000,269.3480299,0,0,0,0,0,0.473
Native,157.0116686,0,0,310.264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PB,76S-T61,A,507.5,470,298.9305948,430.7379869,262.3089228,377.8,0,172.5876594,288.6,200000,278.959311,0,0,0,0,0,0.473
Native,139.2745009,0,0,448.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PB,76S-T61,A,507.5,470,298.9305948,430.7379869,262.3089228,377.8,0,172.5876594,288.6,200000,297.3668225,0,0,0,0,0,0.473
Native,255.7548159,0,0,0,0,0,52.9412469,0,0,0,0,0,0,0,0,0,0,0,PB+To,76S-T61,A,507.5,470,298.9305948,430.7379869,262.3089228,377.8,0,172.5876594,288.6,200000,255.7548159,0,0,52.9412469,0,0,0.473
Native,207.5864849,0,0,0,0,0,103.7932425,0,0,0,0,0,0,0,0,0,0,0,PB+To,76S-T61,A,507.5,470,298.9305948,430.7379869,262.3089228,377.8,0,172.5876594,288.6,200000,207.5864849,0,0,103.7932425,0,0,0.473
Native,170.2138049,0,0,82.74,0,0,85.10690247,0,0,41.37,0,0,0,0,0,0,0,0,PB+To,76S-T61,A,507.5,470,298.9305948,430.7379869,262.3089228,377.8,0,172.5876594,288.6,200000,209.7313016,0,0,104.8656508,0,0,0.473
Native,134.3371109,0,0,206.843,0,0,67.16855545,0,0,103.421,0,0,0,0,0,0,0,0,PB+To,76S-T61,A,507.5,470,298.9305948,430.7379869,262.3089228,377.8,0,172.5876594,288.6,200000,219.5427617,0,0,109.7712113,0,0,0.473
Native,109.6402304,0,0,310.264,0,0,54.8201152,0,0,155.132,0,0,0,0,0,0,0,0,PB+To,76S-T61,A,507.5,470,298.9305948,430.7379869,262.3089228,377.8,0,172.5876594,288.6,200000,222.4876778,0,0,111.2438389,0,0,0.473
Native,175.3751209,0,0,0,0,0,128.3745885,0,0,0,0,0,0,0,0,0,0,0,PB+To,76S-T61,A,507.5,470,298.9305948,430.7379869,262.3089228,377.8,0,172.5876594,288.6,200000,175.3751209,0,0,128.3745885,0,0,0.473
Native,125.8255772,0,0,0,0,0,151.8714717,0,0,0,0,0,0,0,0,0,0,0,PB+To,76S-T61,A,507.5,470,298.9305948,430.7379869,262.3089228,377.8,0,172.5876594,288.6,200000,125.8255772,0,0,151.8714717,0,0,0.473
Native,0,0,0,0,0,0,148.7658291,0,0,103.421,0,0,0,0,0,0,0,0,To,76S-T61,A,507.5,470,298.9305948,430.7379869,262.3089228,377.8,0,172.5876594,288.6,200000,0,0,0,196.4724735,0,0,0.473
Native,0,0,0,0,0,0,141.3574849,0,0,206.843,0,0,0,0,0,0,0,0,To,76S-T61,A,507.5,470,298.9305948,430.7379869,262.3089228,377.8,0,172.5876594,288.6,200000,0,0,0,227.3237835,0,0,0.473
Native,0,0,0,0,0,0,126.355947,0,0,310.264,0,0,0,0,0,0,0,0,To,76S-T61,A,507.5,470,298.9305948,430.7379869,262.3089228,377.8,0,172.5876594,288.6,200000,0,0,0,242.8786513,0,0,0.473
Native,485,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,PB+To,30NCD16,S,1220,813.3333333,718.8010851,923.9357858,695,1142,0,415,649.4637956,1000000,485,0,0,280,0,0,0.6378
Native,480,0,0,0,0,0,277,0,0,0,0,0,0,0,0,90,0,0,PB+To,30NCD16,S,1220,813.3333333,718.8010851,923.9357858,695,1142,0,415,649.4637956,1000000,480,0,0,277,0,0,0.6378
Native,480,0,0,300,0,0,277,0,0,0,0,0,0,0,0,0,0,0,PB+To,30NCD16,S,1220,813.3333333,718.8010851,923.9357858,695,1142,0,415,649.4637956,1000000,572.2849518,0,0,277,0,0,0.6378
Native,480,0,0,300,0,0,277,0,0,0,0,0,0,0,0,45,0,0,PB+To,30NCD16,S,1220,813.3333333,718.8010851,923.9357858,695,1142,0,415,649.4637956,1000000,572.2849518,0,0,277,0,0,0.6378
Native,470,0,0,300,0,0,271,0,0,0,0,0,0,0,0,60,0,0,PB+To,30NCD16,S,1220,813.3333333,718.8010851,923.9357858,695,1142,0,415,649.4637956,1000000,562.0189438,0,0,271,0,0,0.6378
Native,473,0,0,300,0,0,273,0,0,0,0,0,0,0,0,90,0,0,PB+To,30NCD16,S,1220,813.3333333,718.8010851,923.9357858,695,1142,0,415,649.4637956,1000000,565.0996629,0,0,273,0,0,0.6378
Native,590,0,0,300,0,0,148,0,0,0,0,0,0,0,0,0,0,0,PB+To,30NCD16,S,1220,813.3333333,718.8010851,923.9357858,695,1142,0,415,649.4637956,1000000,684.7286085,0,0,148,0,0,0.6378
Native,565,0,0,300,0,0,141,0,0,0,0,0,0,0,0,45,0,0,PB+To,30NCD16,S,1220,813.3333333,718.8010851,923.9357858,695,1142,0,415,649.4637956,1000000,659.2402784,0,0,141,0,0,0.6378
Native,540,0,0,300,0,0,135,0,0,0,0,0,0,0,0,90,0,0,PB+To,30NCD16,S,1220,813.3333333,718.8010851,923.9357858,695,1142,0,415,649.4637956,1000000,633.7160367,0,0,135,0,0,0.6378
Native,211,0,0,300,0,0,365,0,0,0,0,0,0,0,0,0,0,0,PB+To,30NCD16,S,1220,813.3333333,718.8010851,923.9357858,695,1142,0,415,649.4637956,1000000,290.681505,0,0,365,0,0,0.6378
Native,630,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PB,30NCD16,S,1220,813.3333333,718.8010851,923.9357858,695,1142,0,415,649.4637956,1000000,725.4440556,0,0,0,0,0,0.6378
Native,0,0,0,300,0,0,395,0,0,0,0,0,0,0,0,0,0,0,PB+To,30NCD16,S,1220,813.3333333,718.8010851,923.9357858,695,1142,0,415,649.4637956,1000000,0,0,0,395,0,0,0.6378
Native,222,0,0,300,0,0,385,0,0,0,0,0,0,0,0,90,0,0,PB+To,30NCD16,S,1220,813.3333333,718.8010851,923.9357858,695,1142,0,415,649.4637956,1000000,302.5827623,0,0,385,0,0,0.6378
Native,682.3896458,0,0,0,0,0,128.24831,0,0,0,0,0,0,0,0,0,0,0,PB+To,"Cr-Mo (DTD 306, S 106, En 40)",S,947,802,747.2922698,924.8841065,723.2591421,0,0,431.4493931,659.716235,2000000,682.3896458,0,0,128.24831,0,0,0.6924
